Path,var,var_alias,Description,is_categogy,Values
Personas. Demografía.,POB65_MAS,POB65_MAS,Personas de 65 a 130 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_0A4,P_0A4,Personas de 0 a 4 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_0A4_F,P_0A4_F,Mujeres de 0 a 4 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_0A4_M,P_0A4_M,Hombres de 0 a 4 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_5A9,P_5A9,Personas de 5 a 9 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_5A9_F,P_5A9_F,Mujeres de 5 a 9 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_5A9_M,P_5A9_M,Hombres de 5 a 9 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_10A14,P_10A14,Personas de 10 a 14 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_10A14_F,P_10A14_F,Mujeres de 10 a 14 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_10A14_M,P_10A14_M,Hombres de 10 a 14 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_15A19,P_15A19,Personas de 15 a 19 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_15A19_F,P_15A19_F,Mujeres de 15 a 19 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_15A19_M,P_15A19_M,Hombres de 15 a 19 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_20A24,P_20A24,Personas de 20 a 24 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_20A24_F,P_20A24_F,Mujeres de 20 a 24 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_20A24_M,P_20A24_M,Hombres de 20 a 24 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_25A29,P_25A29,Personas de 25 a 29 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_25A29_F,P_25A29_F,Mujeres de 25 a 29 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_25A29_M,P_25A29_M,Hombres de 25 a 29 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_30A34,P_30A34,Personas de 30 a 34 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_30A34_F,P_30A34_F,Mujeres de 30 a 34 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_30A34_M,P_30A34_M,Hombres de 30 a 34 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_35A39,P_35A39,Personas de 35 a 39 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_35A39_F,P_35A39_F,Mujeres de 35 a 39 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_35A39_M,P_35A39_M,Hombres de 35 a 39 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_40A44,P_40A44,Personas de 40 a 44 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_40A44_F,P_40A44_F,Mujeres de 40 a 44 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_40A44_M,P_40A44_M,Hombres de 40 a 44 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_45A49,P_45A49,Personas de 45 a 49 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_45A49_F,P_45A49_F,Mujeres de 45 a 49 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_45A49_M,P_45A49_M,Hombres de 45 a 49 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_50A54,P_50A54,Personas de 50 a 54 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_50A54_F,P_50A54_F,Mujeres de 50 a 54 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_50A54_M,P_50A54_M,Hombres de 50 a 54 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_55A59,P_55A59,Personas de 55 a 59 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_55A59_F,P_55A59_F,Mujeres de 55 a 59 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_55A59_M,P_55A59_M,Hombres de 55 a 59 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_60A64,P_60A64,Personas de 60 a 64 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_60A64_F,P_60A64_F,Mujeres de 60 a 64 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_60A64_M,P_60A64_M,Hombres de 60 a 64 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_65A69,P_65A69,Personas de 65 a 69 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_65A69_F,P_65A69_F,Mujeres de 65 a 69 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_65A69_M,P_65A69_M,Hombres de 65 a 69 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_70A74,P_70A74,Personas de 70 a 74 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_70A74_F,P_70A74_F,Mujeres de 70 a 74 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_70A74_M,P_70A74_M,Hombres de 70 a 74 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_75A79,P_75A79,Personas de 75 a 79 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_75A79_F,P_75A79_F,Mujeres de 75 a 79 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_75A79_M,P_75A79_M,Hombres de 75 a 79 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_80A84,P_80A84,Personas de 80 a 84 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_80A84_F,P_80A84_F,Mujeres de 80 a 84 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_80A84_M,P_80A84_M,Hombres de 80 a 84 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_85YMAS,P_85YMAS,Personas de 85 a 130 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_85YMAS_F,P_85YMAS_F,Mujeres de 85 a 130 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,P_85YMAS_M,P_85YMAS_M,Hombres de 85 a 130 años de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PROM_HNV,PROM_HNV,"Resultado de dividir el total de hijas e hijos nacidos vivos de las mujeres de 12 a 130 años de edad, entre el total de mujeres del mismo grupo de edad.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACENT,PNACENT,Personas nacidas en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACENT_F,PNACENT_F,Mujeres nacidas en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACENT_M,PNACENT_M,Hombres nacidos en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACOE,PNACOE,Personas nacidas en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACOE_F,PNACOE_F,Mujeres nacidas en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PNACOE_M,PNACOE_M,Hombres nacidos en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRES2015,PRES2015,Personas de 5 a 130 años de edad que entre 2015 y 2020 residían en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRES2015_F,PRES2015_F,Mujeres de 5 a 130 años de edad que entre 2015 y 2020 residían en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRES2015_M,PRES2015_M,Hombres de 5 a 130 años de edad que entre 2015 y 2020 residían en la misma entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRESOE15,PRESOE15,Personas de 5 a 130 años de edad que en el 2015 residían en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRESOE15_F,PRESOE15_F,Mujeres de 5 a 130 años de edad que en 2015 residían en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Demografía.,PRESOE15_M,PRESOE15_M,Hombres de 5 a 130 años de edad que en 2015 residían en otra entidad federativa.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3YM_HLI,P3YM_HLI,Personas de 3 a 130 años de edad que hablan alguna lengua indígena.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3YM_HLI_F,P3YM_HLI_F,Mujeres de 3 a 130 años de edad que hablan alguna lengua indígena.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3YM_HLI_M,P3YM_HLI_M,Hombres de 3 a 130 años de edad que hablan alguna lengua indígena.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLINHE,P3HLINHE,Personas de 3 a 130 años de edad que hablan alguna lengua indígena y además no hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLINHE_F,P3HLINHE_F,Mujeres de 3 a 130 años de edad que hablan alguna lengua indígena y además no hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLINHE_M,P3HLINHE_M,Hombres de 3 a 130 años de edad que hablan alguna lengua indígena y además no hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLI_HE,P3HLI_HE,Personas de 3 a 130 años de edad que hablan alguna lengua indígena y además hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLI_HE_F,P3HLI_HE_F,Mujeres de 3 a 130 años de edad que hablan alguna lengua indígena y además hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P3HLI_HE_M,P3HLI_HE_M,Hombres de 3 a 130 años de edad que hablan alguna lengua indígena y además hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P5_HLI,P5_HLI,Personas de 5 a 130 años de edad que hablan alguna lengua indígena.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P5_HLI_NHE,P5_HLI_NHE,Personas de 5 a 130 años de edad que hablan alguna lengua indígena y además no hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,P5_HLI_HE,P5_HLI_HE,Personas de 5 a 130 años de edad que hablan alguna lengua indígena y además hablan español.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,PHOG_IND,PHOG_IND,"Total de personas que forman hogares censales donde la persona de referencia del hogar o su cónyuge o alguno de los ascendientes de estos, declararon hablar lengua indígena.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,POB_AFRO,POB_AFRO,Personas que se consideran afromexicanos o afrodescendientes.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,POB_AFRO_F,POB_AFRO_F,Mujeres que se consideran afromexicanas o afrodescendientes.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Etnografía,POB_AFRO_M,POB_AFRO_M,Hombres que se consideran afromexicanos o afrodescendientes.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCON_DISC,PCON_DISC,"Personas que realizan con mucha dificultad o no pueden hacer al menos una de las siguientes actividades: ver, aun usando lentes; oír, aun usando aparato auditivo; caminar, subir o bajar; recordar o concentrarse; bañarse, vestirse o comer; hablar o comunicarse.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_MOT,PCDISC_MOT,"Personas que tiene mucha dificultad o no pueden caminar, subir o bajar.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_VIS,PCDISC_VIS,"Personas que tienen mucha dificultad o no pueden ver, aun cuando usen lentes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_LENG,PCDISC_LENG,Personas que tienen mucha dificultad o no pueden hablar o comunicarse.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_AUD,PCDISC_AUD,"Personas que tienen mucha dificultad o no pueden oír, aun usando aparato auditivo.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_MOT2,PCDISC_MOT2,"Personas que tienen mucha dificultad o no pueden bañarse, vestirse o comer.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCDISC_MEN,PCDISC_MEN,Personas que tienen mucha dificultad o no pueden recordar o concentrarse.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCON_LIMI,PCON_LIMI,"Personas que realizan con poca dificultad al menos una de las siguientes actividades: ver, aun usando lentes; oír, aun usando aparato auditivo; caminar, subir o bajar; recordar o concentrarse; bañarse, vestirse o comer; hablar o comunicarse.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_CSB,PCLIM_CSB,"Personas que tienen poca dificultad para caminar, subir o bajar.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_VIS,PCLIM_VIS,"Personas que tienen poca dificultad para ver, aun usando lentes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_HACO,PCLIM_HACO,Personas que tienen poca dificultad para hablar o comunicarse.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_OAUD,PCLIM_OAUD,"Personas que tienen poca dificultad para oír, aun usando aparato auditivo.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_MOT2,PCLIM_MOT2,"Personas que tienen poca dificultad para bañarse, vestirse o comer.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_RE_CO,PCLIM_RE_CO,Personas que tienen poca dificultad para recordar o concentrarse.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PCLIM_PMEN,PCLIM_PMEN,"Personas con algún problema o condición mental, como las relacionadas con el trastorno de la conciencia, retraso mental y las alteraciones de la conducta del individuo con otras personas en su entorno social. Incluye a la población que declaró realizar actividades cotidianas con mucha dificultad o no poder hacerlas o las hace con poca dificultad.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Discapacidades.,PSIND_LIM,PSIND_LIM,"Personas que no tienen dificultad para realizar alguna actividad cotidiana como: ver, aun usando lentes; oír aun usando aparato auditivo; caminar, subir o bajar; recordar o concentrarse; bañarse, vestirse o comer; hablar o comunicarse, ni tampoco tiene algún problema o condición mental.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P3A5_NOA,P3A5_NOA,Personas de 3 a 5 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P3A5_NOA_F,P3A5_NOA_F,Mujeres de 3 a 5 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P3A5_NOA_M,P3A5_NOA_M,Hombres de 3 a 5 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P6A11_NOA,P6A11_NOA,Personas de 6 a 11 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P6A11_NOAF,P6A11_NOAF,Mujeres de 6 a 11 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P6A11_NOAM,P6A11_NOAM,Hombres de 6 a 11 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P12A14NOA,P12A14NOA,Personas de 12 a 14 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P12A14NOAF,P12A14NOAF,Mujeres de 12 a 14 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P12A14NOAM,P12A14NOAM,Hombres de 12 a 14 años de edad que no van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15A17A,P15A17A,Personas de 15 a 17 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15A17A_F,P15A17A_F,Mujeres de 15 a 17 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15A17A_M,P15A17A_M,Hombres de 15 a 17 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18A24A,P18A24A,Personas de 18 a 24 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18A24A_F,P18A24A_F,Mujeres de 18 a 24 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18A24A_M,P18A24A_M,Hombres de 18 a 24 años de edad que van a la escuela.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P8A14AN,P8A14AN,Personas de 8 a 14 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P8A14AN_F,P8A14AN_F,Mujeres de 8 a 14 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P8A14AN_M,P8A14AN_M,Hombres de 8 a 14 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15YM_AN,P15YM_AN,Personas de 15 a 130 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15YM_AN_F,P15YM_AN_F,Mujeres de 15 a 130 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15YM_AN_M,P15YM_AN_M,Hombres de 15 a 130 años de edad que no saben leer y escribir un recado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15YM_SE,P15YM_SE,Personas de 15 a 130 años de edad que no aprobaron ningún grado escolar o que sólo tienen nivel preescolar.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
